                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.2965,                 1.1924,                  1.442,                0.73309,                0.70723,                0.77652,                0.51522,                 1.1681,                 1.0479,                 1.3295,               0.004555,               0.004555,               0.004555
                     58,                 1.2974,                 1.1901,                 1.4404,                 0.7159,                 0.7197,                  0.784,                0.51849,                 1.1584,                 1.0421,                  1.321,               0.004456,               0.004456,               0.004456
                     59,                  1.285,                 1.1792,                 1.4326,                0.73394,                0.71426,                0.78754,                0.52586,                  1.152,                 1.0357,                 1.3137,               0.004357,               0.004357,               0.004357
                     60,                 1.2887,                 1.1702,                  1.431,                0.73207,                0.72281,                0.79683,                 0.5294,                 1.1466,                 1.0267,                 1.3049,               0.004258,               0.004258,               0.004258
                     61,                 1.2785,                 1.1609,                 1.4248,                 0.7503,                0.71195,                 0.7968,                0.53156,                 1.1455,                 1.0265,                 1.3086,               0.004159,               0.004159,               0.004159
                     62,                 1.2723,                 1.1465,                 1.4196,                0.76079,                0.71136,                0.79699,                 0.5341,                 1.1461,                 1.0169,                 1.3082,                0.00406,                0.00406,                0.00406
                     63,                 1.2722,                 1.1578,                 1.4242,                 0.7509,                0.72935,                0.80289,                0.53565,                 1.1459,                 1.0135,                 1.3106,               0.003961,               0.003961,               0.003961
                     64,                 1.2576,                 1.1346,                 1.4164,                0.73823,                0.72868,                0.79289,                0.53141,                 1.1449,                 1.0193,                   1.31,               0.003862,               0.003862,               0.003862
                     65,                 1.2586,                 1.1272,                  1.406,                0.74055,                0.73258,                0.80518,                0.54182,                  1.138,                0.99807,                 1.2993,               0.003763,               0.003763,               0.003763
                     66,                 1.2459,                 1.1185,                 1.3961,                0.74712,                0.72268,                0.80212,                0.53818,                 1.1315,                0.99874,                 1.2892,               0.003664,               0.003664,               0.003664
                     67,                 1.2518,                 1.1201,                  1.399,                0.73146,                0.74462,                0.80315,                0.54051,                 1.1263,                0.98694,                 1.2917,               0.003565,               0.003565,               0.003565
                     68,                 1.2554,                  1.115,                 1.3981,                0.75216,                0.72868,                0.80999,                0.55117,                 1.1222,                0.97934,                 1.2831,               0.003466,               0.003466,               0.003466
                     69,                 1.2417,                 1.0955,                 1.3905,                0.74248,                0.74865,                0.81131,                0.55265,                 1.1159,                0.97092,                 1.2849,               0.003367,               0.003367,               0.003367
                     70,                 1.2363,                 1.1018,                 1.3855,                0.74116,                0.75539,                0.81572,                0.54978,                 1.1279,                0.97104,                 1.2922,               0.003268,               0.003268,               0.003268
                     71,                 1.2345,                 1.0982,                 1.3913,                0.75023,                0.75726,                0.81698,                0.55535,                 1.1169,                0.95869,                 1.2861,               0.003169,               0.003169,               0.003169
                     72,                 1.2321,                 1.0873,                 1.3862,                0.74952,                0.75494,                0.82108,                 0.5588,                 1.1101,                0.95652,                 1.2761,                0.00307,                0.00307,                0.00307
                     73,                 1.2274,                 1.0795,                 1.3764,                 0.7626,                0.75219,                0.82252,                0.56091,                  1.107,                0.94087,                  1.272,               0.002971,               0.002971,               0.002971
                     74,                 1.2158,                 1.0644,                 1.3699,                0.74612,                0.75461,                0.81584,                0.55673,                 1.1093,                0.95781,                 1.2759,               0.002872,               0.002872,               0.002872
                     75,                  1.218,                  1.064,                  1.368,                0.74908,                0.76885,                0.82157,                0.56227,                  1.105,                0.93621,                 1.2704,               0.002773,               0.002773,               0.002773
                     76,                 1.2142,                 1.0621,                 1.3683,                0.77536,                0.74611,                0.82683,                0.56545,                    1.1,                0.93362,                 1.2707,               0.002674,               0.002674,               0.002674
                     77,                 1.2069,                 1.0502,                 1.3685,                0.77556,                 0.7586,                 0.8283,                0.57119,                 1.0917,                 0.9299,                 1.2641,               0.002575,               0.002575,               0.002575
                     78,                 1.1998,                 1.0421,                 1.3627,                0.76869,                0.76215,                0.82879,                0.57258,                 1.0863,                0.92201,                 1.2596,               0.002476,               0.002476,               0.002476
                     79,                 1.1981,                 1.0467,                 1.3621,                0.78342,                0.75727,                0.83314,                0.57908,                 1.0759,                0.91483,                 1.2528,               0.002377,               0.002377,               0.002377
                     80,                 1.1952,                 1.0369,                 1.3515,                0.78228,                0.76204,                0.83386,                0.57838,                  1.078,                0.90496,                 1.2513,               0.002278,               0.002278,               0.002278
                     81,                  1.189,                 1.0296,                 1.3417,                0.77277,                 0.7686,                0.83506,                0.58068,                 1.0749,                0.90243,                 1.2491,               0.002179,               0.002179,               0.002179
                     82,                 1.1968,                 1.0325,                 1.3537,                 0.7693,                0.77015,                0.83451,                0.58067,                 1.0718,                0.90791,                 1.2469,                0.00208,                0.00208,                0.00208
                     83,                 1.1839,                 1.0131,                 1.3464,                0.78694,                 0.7593,                0.83912,                0.58319,                  1.069,                0.89213,                 1.2455,               0.001981,               0.001981,               0.001981
                     84,                 1.1813,                  1.014,                  1.342,                 0.7874,                0.75965,                0.84005,                0.58677,                 1.0667,                0.89201,                 1.2458,               0.001882,               0.001882,               0.001882
                     85,                  1.173,                  1.007,                 1.3371,                0.79503,                0.75678,                0.84402,                0.58959,                 1.0618,                0.88097,                 1.2401,               0.001783,               0.001783,               0.001783
                     86,                  1.172,                0.99549,                 1.3321,                0.79126,                0.77274,                0.84514,                0.59119,                 1.0582,                0.87787,                  1.237,               0.001684,               0.001684,               0.001684
                     87,                 1.1711,                0.99765,                 1.3348,                0.79977,                0.76326,                0.84593,                0.59338,                 1.0554,                0.87944,                 1.2361,               0.001585,               0.001585,               0.001585
                     88,                 1.1647,                0.99617,                 1.3278,                0.78343,                 0.7795,                0.84722,                0.59372,                 1.0598,                0.88085,                 1.2412,               0.001486,               0.001486,               0.001486
                     89,                 1.1635,                0.99199,                 1.3316,                0.78981,                0.76842,                0.84687,                0.59275,                 1.0643,                0.87958,                 1.2425,               0.001387,               0.001387,               0.001387
                     90,                 1.1524,                0.97774,                 1.3217,                0.79174,                0.77115,                0.84771,                0.59545,                  1.056,                0.87674,                 1.2372,               0.001288,               0.001288,               0.001288
                     91,                 1.0736,                0.86938,                 1.2594,                0.78911,                0.76875,                0.84584,                0.59371,                 1.0584,                0.87378,                 1.2363,               0.001189,               0.001189,               0.001189
                     92,                 1.0487,                0.82704,                 1.2413,                0.79575,                0.77188,                0.84998,                0.59724,                 1.0543,                0.86877,                 1.2368,                0.00109,                0.00109,                0.00109
                     93,                 1.0389,                0.81298,                 1.2328,                0.78873,                0.78019,                  0.853,                0.60034,                 1.0525,                0.85601,                 1.2339,               0.000991,               0.000991,               0.000991
                     94,                 1.0264,                0.79733,                 1.2243,                0.80284,                  0.777,                0.85715,                0.60551,                 1.0446,                0.84873,                 1.2257,               0.000892,               0.000892,               0.000892
                     95,                  1.027,                 0.7928,                  1.224,                0.81257,                0.77134,                0.85751,                0.60825,                 1.0431,                0.84688,                 1.2248,               0.000793,               0.000793,               0.000793
                     96,                 1.0166,                0.78741,                 1.2183,                0.80668,                0.78522,                0.86019,                 0.6108,                 1.0383,                0.84054,                 1.2226,               0.000694,               0.000694,               0.000694
                     97,                 1.0144,                0.78526,                 1.2144,                0.81515,                0.77698,                0.85955,                0.61144,                 1.0381,                0.84246,                 1.2205,               0.000595,               0.000595,               0.000595
                     98,                 1.0037,                0.76727,                 1.2054,                0.80883,                0.78254,                0.86112,                0.61295,                  1.037,                0.83782,                 1.2214,               0.000496,               0.000496,               0.000496
                     99,                0.99636,                0.76519,                 1.2014,                0.81648,                0.78029,                0.86286,                0.61514,                 1.0348,                0.83797,                 1.2196,               0.000397,               0.000397,               0.000397
                    100,                 1.0006,                0.77161,                 1.2074,                0.81508,                0.78345,                0.86428,                  0.615,                 1.0331,                0.83683,                 1.2188,               0.000298,               0.000298,               0.000298
