                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.1537,                0.98811,                  1.345,                0.76723,                0.77518,                0.83626,                 0.5896,                 1.0658,                0.90186,                 1.2728,               0.002872,               0.002872,               0.002872
                     75,                  1.151,                0.99229,                 1.3436,                0.79148,                0.78402,                0.84831,                 0.5998,                 1.0636,                0.87663,                 1.2724,               0.002773,               0.002773,               0.002773
                     76,                 1.1493,                0.99133,                  1.346,                0.79669,                0.77403,                0.84547,                0.59417,                 1.0572,                0.88191,                 1.2696,               0.002674,               0.002674,               0.002674
                     77,                 1.1411,                0.97903,                 1.3408,                0.78055,                 0.7864,                0.84266,                0.59561,                 1.0575,                0.88648,                 1.2677,               0.002575,               0.002575,               0.002575
                     78,                 1.1337,                0.96607,                 1.3362,                0.79603,                0.78439,                0.84976,                0.60207,                 1.0535,                 0.8686,                  1.266,               0.002476,               0.002476,               0.002476
                     79,                 1.1305,                0.96849,                 1.3349,                0.81784,                 0.7639,                0.85231,                0.60412,                 1.0475,                0.87054,                 1.2618,               0.002377,               0.002377,               0.002377
                     80,                 1.1283,                0.95679,                 1.3287,                0.79332,                0.78343,                0.85514,                0.60983,                 1.0456,                 0.8601,                 1.2634,               0.002278,               0.002278,               0.002278
                     81,                 1.1241,                0.95841,                 1.3212,                0.80654,                0.77793,                0.85833,                 0.6135,                 1.0374,                0.84973,                 1.2538,               0.002179,               0.002179,               0.002179
                     82,                   1.13,                0.96008,                 1.3293,                0.80344,                0.78768,                0.85982,                0.61113,                 1.0435,                0.85559,                 1.2577,                0.00208,                0.00208,                0.00208
                     83,                 1.1141,                0.94035,                 1.3198,                0.80835,                0.78547,                 0.8594,                0.61358,                 1.0372,                0.84805,                 1.2545,               0.001981,               0.001981,               0.001981
                     84,                 1.1142,                 0.9419,                  1.316,                0.80728,                0.79079,                0.86085,                0.61614,                  1.033,                0.83887,                 1.2526,               0.001882,               0.001882,               0.001882
                     85,                  1.108,                0.93285,                 1.3131,                0.80644,                0.79799,                0.86329,                0.62162,                 1.0299,                 0.8298,                 1.2473,               0.001783,               0.001783,               0.001783
                     86,                  1.101,                0.92053,                 1.3021,                 0.8081,                 0.8019,                0.86352,                0.62037,                 1.0297,                0.83064,                 1.2448,               0.001684,               0.001684,               0.001684
                     87,                 1.1005,                0.91972,                  1.303,                0.81962,                0.80053,                0.86612,                 0.6238,                 1.0174,                0.82786,                 1.2356,               0.001585,               0.001585,               0.001585
                     88,                 1.0953,                 0.9187,                 1.2984,                 0.8183,                0.79755,                0.86552,                0.62519,                 1.0205,                0.82135,                 1.2361,               0.001486,               0.001486,               0.001486
                     89,                 1.0948,                0.91454,                 1.2994,                0.83571,                0.79044,                0.86642,                0.62399,                 1.0166,                0.82431,                 1.2341,               0.001387,               0.001387,               0.001387
                     90,                 1.0819,                0.89639,                 1.2925,                0.83528,                0.79163,                0.86565,                0.62807,                 1.0135,                0.82356,                 1.2348,               0.001288,               0.001288,               0.001288
                     91,                0.99779,                0.78887,                 1.2271,                0.82988,                0.79978,                0.86922,                0.63015,                 1.0105,                0.80868,                 1.2352,               0.001189,               0.001189,               0.001189
                     92,                0.96721,                0.73971,                 1.2041,                0.81702,                0.82265,                0.87229,                 0.6362,                 1.0042,                0.79909,                 1.2311,                0.00109,                0.00109,                0.00109
                     93,                0.95845,                0.72944,                 1.1987,                0.84349,                0.80129,                0.87578,                0.63774,                 1.0014,                0.79187,                 1.2291,               0.000991,               0.000991,               0.000991
                     94,                0.94932,                0.71583,                 1.1917,                0.83062,                0.82472,                0.87865,                0.64135,                0.99299,                0.78917,                 1.2221,               0.000892,               0.000892,               0.000892
                     95,                0.93793,                0.71294,                 1.1855,                0.82326,                0.82586,                  0.878,                0.64403,                 0.9911,                0.78496,                 1.2195,               0.000793,               0.000793,               0.000793
                     96,                0.93568,                0.70936,                 1.1842,                0.82813,                0.83216,                0.88113,                0.64561,                0.98845,                0.78199,                 1.2164,               0.000694,               0.000694,               0.000694
                     97,                0.92695,                0.69771,                 1.1782,                0.83613,                0.82835,                0.88178,                0.64732,                0.98594,                0.77792,                 1.2163,               0.000595,               0.000595,               0.000595
                     98,                0.91766,                0.68297,                  1.169,                0.83895,                0.82736,                0.88372,                0.65012,                0.98654,                0.77615,                 1.2167,               0.000496,               0.000496,               0.000496
                     99,                0.90958,                0.67647,                 1.1619,                0.84286,                0.82674,                0.88549,                0.65086,                0.98512,                0.77269,                 1.2167,               0.000397,               0.000397,               0.000397
                    100,                0.91149,                0.68144,                 1.1653,                0.84118,                0.83297,                0.88532,                0.65245,                0.98074,                0.76956,                 1.2151,               0.000298,               0.000298,               0.000298
